fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,pH,sulphates,alcohol
6.4,0.31,0.53,8.8,0.057,3.6109179126442243,3.17,0.44,9.1
7.0,0.16,0.32,1.1,0.032,3.4011973816621555,3.23,0.36,12.1
7.7,0.35,0.49,8.65,0.033,3.7612001156935624,3.14,0.38,12.4
7.5,0.21,0.68,10.9,0.045,3.6635616461296463,3.0,0.36,8.7
6.8,0.17,0.34,2.0,0.04,3.6635616461296463,3.24,0.45,12.9
9.6,0.6,0.5,2.3,0.079,3.367295829986474,3.5,0.57,9.7
7.6,0.23,0.4,5.2,0.066,2.70805020110221,3.17,0.8,9.7
8.1,0.33,0.44,1.5,0.042,1.9459101490553132,3.35,0.61,10.7
8.1,0.28,0.34,1.3,0.035,2.4849066497880004,3.14,0.5,9.8
7.3,0.19,0.27,13.9,0.057,3.828641396489095,2.94,0.41,8.8
4.8,0.34,0.0,6.5,0.027999999999999997,3.5263605246161616,3.36,0.61,9.9
6.7,0.46,0.24,1.7,0.077,2.9444389791664403,3.39,0.6,10.6
6.2,0.24,0.22,7.9,0.053,3.828641396489095,3.23,0.52,9.3
9.1,0.27,0.45,10.6,0.035,3.367295829986474,3.2,0.46,10.4
6.4,0.43,0.27,1.1,0.054000000000000006,1.791759469228055,3.24,0.52,9.1
7.1,0.28,0.28,8.5,0.03,3.258096538021482,3.16,0.46,12.2
6.1,0.17,0.28,4.5,0.033,3.8501476017100584,3.43,0.49,10.9
7.1,0.2,0.27,9.6,0.037000000000000005,2.995732273553991,3.04,0.37,10.5
6.2,0.26,0.32,15.3,0.031,4.174387269895637,3.31,0.61,9.4
10.9,0.32,0.52,1.8,0.132,2.8903717578961645,3.28,0.77,11.5
7.7,0.39,0.28,4.9,0.035,3.6109179126442243,3.19,0.58,12.2
6.5,0.23,0.38,1.3,0.032,3.4011973816621555,3.218395499383475,0.54,9.7
7.9,0.765,0.0,2.0,0.084,2.302585092994046,3.33,0.68,10.9
6.8,0.23,0.39,16.1,0.053,4.276666119016055,3.18,0.64,10.2
5.0,0.42,0.24,2.0,0.06,2.995732273553991,3.72,0.74,14.0
6.9,0.23,0.32,16.4,0.045,4.143134726391533,3.22,0.42,10.5
9.0,0.66,0.17,3.0,0.077,1.791759469228055,3.29,0.55,10.4
7.4,0.55,0.22,2.2,0.106,2.5649493574615367,3.05,0.63,9.2
6.8,0.31,0.19,3.5,0.086,3.4339872044851463,2.83,0.44,9.6
8.9,0.28,0.45,1.7,0.067,2.0794415416798357,3.25,0.55,12.3
7.3,0.23,0.34,9.3,0.052000000000000005,2.995732273553991,3.04,0.56,10.0
6.8,0.2,0.27,1.2,0.034,2.995732273553991,3.14,0.37,11.7
6.9,0.22,0.43,6.4,0.042,3.5553480614894135,3.05,0.51,10.8
6.4,0.34,0.44,8.2,0.043,4.007333185232471,3.18,0.48,9.5
6.5,0.19,0.32,1.4,0.04,3.4657359027997265,3.36,0.54,10.8
6.8,0.27,0.3,13.0,0.047,4.248495242049359,3.16,0.5,9.6
6.1,0.16,0.29,6.0,0.03,3.4011973816621555,3.68,0.46,10.7
5.5,0.375,0.38,1.7,0.036000000000000004,2.8903717578961645,3.29,0.39,10.5
7.3,0.25,0.39,6.4,0.034,2.1972245773362196,3.18,0.46,11.5
6.8,0.27,0.24,4.6,0.098,3.6109179126442243,3.15,0.49,9.6
6.3,0.32,0.26,12.0,0.049,4.1588830833596715,3.14,0.55,9.9
6.5,0.67,0.0,4.3,0.057,2.4849066497880004,3.45,0.56,11.8
6.1,0.32,0.25,1.7,0.034,3.6375861597263857,3.218395499383475,0.5,10.8
6.3,0.2,0.3,5.9,0.034,3.58351893845611,3.47,0.4,8.5
6.6,0.38,0.29,2.9,0.035,2.772588722239781,3.04,0.37,12.5
7.0,0.24,0.25,1.7,0.042,3.8918202981106265,3.25,0.42,11.4
5.3,0.43,0.11,1.1,0.028999999999999998,1.9459101490553132,3.51,0.48,11.2
7.0,0.33,0.28,5.7,0.033,3.6888794541139363,3.17,0.64,12.5
5.5,0.19,0.27,0.9,0.04,3.970291913552122,3.5,0.39,11.2
5.8,0.275,0.3,5.4,0.043,3.7376696182833684,3.33,0.42,10.8
6.4,0.53,0.09,3.9,0.12300000000000001,2.70805020110221,3.5,0.5312151547820745,11.0
6.8,0.59,0.1,1.7,0.063,3.5553480614894135,3.41,0.67,9.7
6.5,0.23,0.45,2.1,0.027000000000000003,3.784189633918261,3.02,0.52,11.3
6.1,0.22,0.25,12.1,0.035,4.007333185232471,3.21,0.4,10.7
7.8,0.63,0.48,1.7,0.1,2.70805020110221,3.19,0.62,9.5
6.6,0.34,0.2,1.0,0.053,3.295836866004329,3.32,0.55,9.1
7.3,0.365,0.49,2.5,0.08800000000000001,3.6888794541139363,3.36,0.78,11.0
9.9,0.35,0.41,2.3,0.083,2.4849066497880004,3.21,0.5,9.5
13.2,0.46,0.52,2.2,0.071,2.5649493574615367,3.1,0.56,9.0
6.9,0.25,0.26,5.2,0.024,3.6109179126442243,3.16,0.72,10.7
6.4,0.57,0.02,1.8,0.067,1.6094379124341003,3.46,0.68,9.5
5.6,0.15,0.31,5.3,0.038,2.1972245773362196,3.3,0.39,10.5
11.3,0.34,0.45,2.0,0.08199999999999999,1.9459101490553132,2.94,0.66,9.2
8.0,0.23,0.41,1.1,0.048,3.58351893845611,3.09,0.47,11.2
6.6,0.43,0.24,11.9,0.04,4.007333185232471,3.14,0.54,9.8
6.2,0.28,0.57,1.0,0.043,3.9318256327243257,3.17,0.36,11.5
7.4,0.25,0.28,7.25,0.027999999999999997,2.70805020110221,2.94,0.37,11.5
7.6,0.3,0.4,2.2,0.054000000000000006,3.4011973816621555,3.19,0.53,9.8
6.6,0.38,0.36,9.2,0.061,3.7612001156935624,3.31,0.56,9.4
7.4,0.56,0.09,1.5,0.071,2.995732273553991,3.22,0.53,9.8
6.0,0.17,0.33,6.0,0.036000000000000004,3.4339872044851463,3.32,0.58,10.13333333
7.0,0.21,0.34,8.5,0.033,3.4657359027997265,3.22,0.56,10.5
5.7,0.265,0.28,6.9,0.036000000000000004,3.8501476017100584,3.36,0.44,10.8
8.0,0.725,0.24,2.8,0.083,2.3978952727983707,3.35,0.56,10.0
7.5,0.4,0.12,3.0,0.092,3.4011973816621555,3.37,0.7,10.3
5.4,0.29,0.38,1.2,0.028999999999999998,3.4657359027997265,3.28,0.36,12.4
6.9,0.55,0.15,2.2,0.076,2.995732273553991,3.41,0.59,10.1
10.6,1.02,0.43,2.9,0.076,3.295836866004329,3.08,0.57,10.1
6.4,0.23,0.35,4.6,0.039,3.784189633918261,3.18,0.4,11.0
7.3,0.4,0.24,6.7,0.057999999999999996,3.7376696182833684,3.2,0.41,9.9
7.4,0.19,0.49,9.3,0.03,3.295836866004329,2.99,0.32,11.0
7.2,0.29,0.4,7.6,0.024,4.04305126783455,3.04,0.32,11.5
7.1,0.23,0.35,16.5,0.04,4.110873864173311,3.16,0.59,9.1
7.4,0.19,0.31,14.5,0.045,3.6888794541139363,3.1,0.5,9.2
7.5,0.2,0.49,1.3,0.031,2.1972245773362196,3.06,0.62,11.1
7.3,0.26,0.33,11.8,0.057,3.8918202981106265,3.1,0.55,10.0
7.2,0.37,0.32,2.0,0.062,2.772588722239781,3.23,0.73,11.3
6.7,0.28,0.28,2.4,0.012,3.6109179126442243,3.26,0.39,11.7
7.8,0.64,0.0,1.9,0.07200000000000001,3.332204510175204,3.31,0.63,11.0
8.5,0.24,0.39,10.4,0.044000000000000004,3.044522437723423,3.2,0.53,10.0
10.7,0.43,0.39,2.2,0.106,2.1972245773362196,2.89,0.5,9.6
6.9,0.15,0.29,2.3,0.033,2.70805020110221,3.1,0.58,11.2
10.8,0.32,0.44,1.6,0.063,2.833213344056216,3.22,0.78,10.0
7.1,0.32,0.29,4.0,0.038,3.5263605246161616,3.27,0.64,10.2
6.8,0.59,0.06,6.0,0.06,2.4849066497880004,3.41,0.59,10.8
6.3,0.29,0.3,8.1,0.212,4.110873864173311,3.1,0.4,9.3
6.9,0.27,0.41,1.7,0.047,1.9459101490553132,3.15,0.69,11.4
6.1,0.64,0.02,2.4,0.069,3.295836866004329,3.47,0.45,11.0
14.0,0.41,0.63,3.8,0.08900000000000001,1.9459101490553132,3.01,0.81,10.8
8.2,0.42,0.29,4.1,0.03,3.4657359027997265,3.0,0.32,12.8
6.4,0.24,0.29,1.0,0.038,2.9444389791664403,3.3,0.42,11.5
6.8,0.35,0.53,10.1,0.053,3.6375861597263857,3.07,0.4,9.4
7.6,0.41,0.49,2.0,0.08800000000000001,2.833213344056216,3.48,0.64,9.1
8.9,0.33,0.32,1.5,0.047,2.4849066497880004,3.19,0.46,9.4
6.9,0.33,0.26,5.0,0.027000000000000003,3.8501476017100584,3.25,0.43,11.2
8.1,0.25,0.34,10.1,0.05,3.4339872044851463,3.17,0.49,10.1
6.2,0.21,0.27,1.7,0.038,3.7376696182833684,3.49,0.71,10.5
7.4,0.36,0.23,1.9,0.017,3.4657359027997265,2.93,0.36,12.5
6.8,0.27,0.22,8.1,0.034,4.02535169073515,3.19,0.52,8.9
6.6,0.22,0.53,15.1,0.052000000000000005,3.1354942159291497,2.94,0.35,9.4
6.0,0.49,0.0,2.3,0.068,2.772588722239781,3.58,0.59,12.5
5.8,0.21,0.32,1.6,0.045,3.6635616461296463,3.23,0.94,12.4
6.4,0.34,0.2,14.9,0.06,3.6375861597263857,3.13,0.45,9.0
7.0,0.62,0.08,1.8,0.076,2.1972245773362196,3.48,0.53,9.0
7.1,0.145,0.33,4.6,0.05,3.5263605246161616,3.28,0.4,9.6
8.4,0.635,0.36,2.0,0.08900000000000001,2.772588722239781,3.31,0.57,10.4
7.3,0.17,0.24,8.1,0.121,3.4965075614664802,3.17,0.38,10.4
8.6,0.23,0.4,4.2,0.035,2.8903717578961645,3.14,0.53,9.7
5.2,0.25,0.23,1.4,0.047,3.044522437723423,3.32,0.62,11.4
9.2,0.14,0.37,1.1,0.034,3.6109179126442243,3.05,0.55,11.6
7.0,0.15,0.28,14.7,0.051,3.4011973816621555,2.96,0.39,9.0
9.3,0.31,0.49,1.3,0.042,3.5553480614894135,3.11,0.46,9.8
6.2,0.28,0.51,7.9,0.055999999999999994,3.912023005428146,3.18,0.52,9.4
7.4,0.41,0.66,10.8,0.051,4.356708826689592,3.05,0.46,8.7
8.2,0.21,0.48,1.4,0.040999999999999995,2.4849066497880004,3.17,0.57,9.9
6.8,0.25,0.34,4.7,0.031,3.5553480614894135,3.21,0.38,10.6
6.6,0.325,0.49,7.7,0.049,3.9889840465642745,3.16,0.4,9.3
7.8,0.2,0.32,5.0,0.016,3.4657359027997265,2.99,0.39,11.0
5.7,0.2,0.24,13.8,0.047,3.8066624897703196,2.97,0.66,8.8
6.3,0.26,0.49,1.5,0.052000000000000005,3.5553480614894135,2.99,0.61,9.8
7.3,0.21,0.21,1.6,0.046,3.58351893845611,3.38,0.46,10.0
9.2,0.28,0.46,3.2,0.057999999999999996,3.6888794541139363,3.14,0.58,9.5
6.8,0.39,0.34,7.4,0.02,3.6635616461296463,3.18,0.44,12.0
11.3,0.34,0.45,2.0,0.08199999999999999,1.9459101490553132,2.94,0.66,9.2
6.0,0.33,0.26,5.1,0.051,2.833213344056216,3.15,0.41,9.2
7.3,0.32,0.35,1.4,0.05,2.1972245773362196,3.24,0.42,10.7
6.4,0.69,0.0,1.65,0.055,2.0794415416798357,3.47,0.53,12.9
6.9,0.41,0.33,2.2,0.081,3.1354942159291497,3.41,0.75,11.1
6.8,0.19,0.34,1.9,0.04,3.7376696182833684,3.25,0.45,12.9
10.6,0.36,0.57,2.3,0.087,1.9459101490553132,3.14,0.72,11.1
6.9,0.22,0.32,5.8,0.040999999999999995,3.044522437723423,3.17,0.55,11.2
6.4,0.28,0.41,6.8,0.045,4.127134385045092,3.09,0.46,9.4
5.4,0.255,0.33,1.2,0.051,3.4011973816621555,3.37,0.66,11.3
6.5,0.3,0.32,2.0,0.044000000000000004,3.5553480614894135,3.37,0.68,11.0
6.4,0.22,0.34,1.4,0.023,4.04305126783455,3.18,0.7,11.7
7.4,0.49,0.27,2.1,0.071,2.70805020110221,3.35,0.63,12.0
7.5,0.32,0.49,1.7,0.031,3.8066624897703196,3.07,0.46,12.5
7.0,0.32,0.24,6.2,0.048,3.4657359027997265,3.23,0.62,9.4
6.6,0.23,0.18,8.5,0.044000000000000004,4.0943445622221,3.16,0.49,9.5
7.6,0.2,0.3,14.2,0.055999999999999994,3.9889840465642745,3.14,0.46,8.9
5.8,0.61,0.01,8.4,0.040999999999999995,3.4657359027997265,3.26,0.72,14.05
7.2,0.25,0.19,8.0,0.044000000000000004,3.9512437185814275,3.16,0.44,9.2
6.6,0.38,0.18,1.2,0.042,3.044522437723423,3.22,0.45,10.1
11.8,0.26,0.52,1.8,0.071,1.9459101490553132,3.2,0.72,10.2
6.9,0.23,0.4,7.5,0.04,3.9318256327243257,3.11,0.27,11.4
6.6,0.37,0.47,6.5,0.061,3.1780538303479458,3.14,0.45,9.6
6.9,0.28,0.4,8.2,0.036000000000000004,2.772588722239781,3.17,0.33,10.2
12.2,0.45,0.49,1.4,0.075,1.3862943611198906,3.13,0.63,10.4
7.0,0.16,0.3,2.6,0.043,3.5553480614894135,2.88,0.47,11.2
6.9,0.54,0.32,13.2,0.05,3.9889840465642745,3.2,0.5,9.6
8.8,0.31,0.4,2.8,0.109,2.0794415416798357,3.31,0.79,11.8
6.6,0.22,0.35,1.4,0.05,3.1780538303479458,3.17,0.48,12.0
8.2,0.27,0.39,7.8,0.039,3.912023005428146,3.31,0.51,9.5
7.1,0.53,0.07,1.7,0.071,2.772588722239781,3.29,0.66,10.8
7.7,0.25,0.49,2.5,0.047,3.4657359027997265,3.07,0.57,10.6
6.5,0.36,0.28,3.2,0.037000000000000005,3.4011973816621555,3.25,0.65,12.4
6.1,0.125,0.25,3.3,0.04,2.3978952727983707,3.54,0.59,10.1
6.3,0.67,0.48,12.6,0.052000000000000005,4.060443010546419,3.17,0.52,9.3
10.4,0.64,0.24,2.8,0.105,3.4011973816621555,3.24,0.67,9.9
6.7,0.325,0.82,1.2,0.152,3.912023005428146,2.99,0.38,9.2
6.2,0.25,0.44,15.8,0.057,3.6888794541139363,3.14,0.51,9.2
9.4,0.43,0.24,2.8,0.092,2.70805020110221,3.19,0.73,10.0
7.4,0.35,0.24,6.0,0.042,3.367295829986474,3.14,0.44,11.3
6.8,0.18,0.28,9.8,0.039,3.4011973816621555,3.11,0.45,10.9
6.7,0.34,0.43,1.6,0.040999999999999995,3.4011973816621555,3.23,0.44,12.6
6.6,0.28,0.41,7.0,0.046,4.0943445622221,3.14,0.48,9.4
6.6,0.56,0.16,3.1,0.045,3.367295829986474,3.12,0.35,9.1
5.8,0.32,0.28,4.3,0.032,3.8501476017100584,3.16,0.57,13.0
7.3,0.25,0.29,7.5,0.049,3.6635616461296463,3.43,0.38,9.6
7.3,0.28,0.43,1.7,0.08,3.091042453358316,3.19,0.42,12.8
11.5,0.315,0.54,2.1,0.084,1.791759469228055,2.98,0.7,9.2
6.3,0.23,0.33,6.9,0.052000000000000005,3.1780538303479458,3.23,0.46,10.4
8.3,0.78,0.1,2.6,0.081,3.828641396489095,3.48,0.53,10.0
7.6,0.41,0.14,3.0,0.087,3.091042453358316,3.32,0.57,10.5
12.9,0.35,0.49,5.8,0.066,1.791759469228055,3.2,0.66,12.0
7.2,0.21,0.28,2.7,0.033,3.6635616461296463,2.99,0.43,11.8
8.9,0.3,0.35,4.6,0.032,3.4965075614664802,3.15,0.45,11.5
7.9,0.885,0.03,1.8,0.057999999999999996,1.6094379124341003,3.36,0.33,9.1
7.1,0.17,0.4,14.55,0.047,3.871201010907891,3.34,0.78,9.1
7.3,0.735,0.0,2.2,0.08,2.9444389791664403,3.41,0.6,9.4
7.3,0.23,0.37,1.8,0.032,4.110873864173311,3.11,0.35,11.1
8.5,0.28,0.56,1.8,0.092,3.58351893845611,3.3,0.75,10.5
6.7,0.11,0.26,14.8,0.053,3.8066624897703196,3.2,0.35,9.8
6.9,0.35,0.55,11.95,0.038,3.1354942159291497,3.11,0.29,9.7
5.8,0.13,0.22,12.7,0.057999999999999996,3.2188758248682006,3.32,0.42,11.7
7.2,0.35,0.26,1.8,0.083,3.5263605246161616,3.4,0.58,9.5
7.4,0.26,0.32,3.7,0.032,3.4011973816621555,3.1,0.67,12.5
7.4,0.36,0.33,1.4,0.025,3.332204510175204,3.21,0.33,11.2
5.6,0.54,0.04,1.7,0.049,1.791759469228055,3.72,0.58,11.4
5.3,0.165,0.24,1.1,0.051,3.258096538021482,3.32,0.47,9.1
6.9,0.32,0.16,1.4,0.051,2.772588722239781,3.22,0.38,9.5
7.5,0.33,0.39,12.4,0.065,3.4011973816621555,3.16,0.39,9.4
7.5,0.34,0.35,6.0,0.034,2.5649493574615367,3.16,0.39,12.0
5.4,0.5,0.13,5.0,0.027999999999999997,2.5649493574615367,3.48,0.88,13.5
6.4,0.25,0.32,5.5,0.049,3.7376696182833684,3.19,0.68,9.2
6.4,0.32,0.23,16.2,0.055,3.6109179126442243,3.26,0.54,9.1
6.7,0.42,0.39,12.1,0.04,4.127134385045092,3.31,0.58,9.7
7.7,0.12,0.32,1.4,0.06,3.871201010907891,3.37,0.42,9.2
5.8,0.27,0.2,14.95,0.044000000000000004,3.1354942159291497,3.37,0.37,10.2
6.8,0.25,0.31,13.3,0.05,4.248495242049359,3.22,0.48,9.7
8.1,0.28,0.39,1.9,0.028999999999999998,2.9444389791664403,3.218395499383475,0.52,11.8
6.0,0.19,0.26,12.4,0.048,3.9318256327243257,3.3,0.36,8.9
7.3,0.18,0.31,17.3,0.055,3.4965075614664802,3.13,0.46,9.0
6.1,0.38,0.2,6.6,0.033,3.258096538021482,3.3,0.69,10.4
6.8,0.11,0.27,8.6,0.044000000000000004,3.828641396489095,3.2,0.37,9.9
5.6,0.27,0.37,0.9,0.025,2.4849066497880004,3.29,0.33,13.1
6.3,0.32,0.35,11.1,0.039,3.4011973816621555,3.36,0.5,9.4
7.4,0.36,0.29,2.6,0.087,3.295836866004329,3.39,0.68,11.0
7.2,0.19,0.31,6.3,0.034,2.8903717578961645,3.15,0.52,11.4
6.6,0.27,0.41,1.3,0.052000000000000005,2.833213344056216,3.42,0.47,10.0
6.5,0.37,0.3,2.2,0.033,3.6888794541139363,3.22,0.53,13.5
8.0,0.43,0.4,12.4,0.168,3.4011973816621555,3.07,0.64,9.2
5.8,0.2,0.27,1.4,0.031,2.5649493574615367,3.25,0.36,10.9
7.2,0.48,0.07,5.5,0.08900000000000001,2.3978952727983707,3.37,0.68,11.2
7.0,0.29,0.37,4.9,0.034,3.295836866004329,3.17,0.44,10.8
6.3,0.31,0.3,10.0,0.046,3.912023005428146,3.74,0.55,11.9
5.6,0.34,0.1,1.3,0.031,3.044522437723423,3.36,0.51,11.2
5.7,0.32,0.5,2.6,0.049,2.8903717578961645,3.22,0.64,10.0
6.9,0.19,0.6,4.0,0.037000000000000005,1.9459101490553132,2.92,0.59,10.4
7.3,0.23,0.37,1.9,0.040999999999999995,3.9512437185814275,3.26,0.4,12.2
10.0,0.44,0.49,2.7,0.077,2.4849066497880004,3.23,0.63,11.6
6.0,0.27,0.3,14.7,0.044000000000000004,2.772588722239781,3.12,0.53,10.3
6.7,0.24,0.41,8.7,0.036000000000000004,3.4011973816621555,3.22,0.62,9.9
7.5,0.29,0.31,8.95,0.055,3.044522437723423,3.08,0.54,9.3
7.6,0.19,0.37,13.1,0.033,3.970291913552122,3.18,0.79,10.4
5.6,0.605,0.05,2.4,0.073,2.995732273553991,3.56,0.55,12.9
5.6,0.35,0.37,1.0,0.038,1.9459101490553132,3.37,0.34,11.4
6.6,0.28,0.42,8.2,0.044000000000000004,4.110873864173311,3.14,0.48,9.4
7.0,0.36,0.35,2.5,0.048,4.219507705176107,3.05,0.56,11.1
10.7,0.43,0.39,2.2,0.106,2.1972245773362196,2.89,0.5,9.6
7.4,0.18,0.24,1.4,0.047,3.091042453358316,3.52,0.64,10.5
6.0,0.24,0.34,1.0,0.036000000000000004,3.970291913552122,3.44,0.44,11.45
7.7,0.26,0.31,1.3,0.043,3.871201010907891,3.42,0.5,10.1
5.4,0.74,0.0,1.2,0.040999999999999995,2.833213344056216,4.01,0.59,12.5
8.1,0.2,0.28,0.9,0.023,3.912023005428146,2.92,0.36,11.1
6.1,0.35,0.07,1.4,0.069,3.1354942159291497,3.23,0.52,9.2
6.5,0.58,0.0,2.2,0.096,1.3862943611198906,3.62,0.62,11.5
6.2,0.39,0.43,2.0,0.071,2.70805020110221,3.45,0.87,11.2
8.2,0.635,0.1,2.1,0.073,3.258096538021482,3.29,0.75,10.9
5.9,0.35,0.47,2.2,0.11,2.70805020110221,3.09,0.5,9.1
8.8,0.955,0.05,1.8,0.075,1.791759469228055,3.3,0.44,9.6
7.3,0.29,0.3,13.0,0.043,3.8501476017100584,3.06,0.41,8.7
8.9,0.745,0.18,2.5,0.077,2.772588722239781,3.2,0.47,9.7
6.3,0.16,0.4,1.6,0.033,4.0943445622221,3.44,0.53,11.4
7.6,0.52,0.12,3.0,0.067,2.5649493574615367,3.36,0.57,9.1
9.8,0.66,0.39,3.2,0.083,3.091042453358316,3.37,0.71,11.5
7.1,0.33,0.18,6.3,0.094,3.332204510175204,2.9,0.49,9.5
7.0,0.54,0.3187218971358124,2.1,0.079,3.6888794541139363,3.39,0.84,11.4
8.2,0.37,0.36,1.0,0.034,2.8903717578961645,3.04,0.32,11.7
6.1,0.41,0.24,1.6,0.049,2.833213344056216,3.32,0.5,10.4
6.7,0.27,0.33,3.6,0.034,2.302585092994046,3.08,0.4,10.5
5.1,0.33,0.22,1.6,0.027000000000000003,2.9444389791664403,3.51,0.38,12.5
5.1,0.165,0.22,5.7,0.047,3.7612001156935624,3.18,0.55,9.9
7.1,0.17,0.38,7.4,0.052000000000000005,3.912023005428146,3.35,0.52,9.6
7.2,0.25,0.37,2.5,0.063,2.4849066497880004,3.52,0.8,12.4
6.6,0.16,0.3,1.6,0.034,2.772588722239781,3.38,0.44,11.2
6.4,0.35,0.28,12.6,0.039,2.995732273553991,3.2,0.43,10.6
8.8,0.61,0.14,2.4,0.067,2.3978952727983707,3.19,0.59,9.5
6.9,0.25,0.47,8.4,0.042,3.6109179126442243,3.15,0.55,9.4
7.0,0.46,0.39,6.2,0.039,3.8501476017100584,3.21,0.35,12.2
7.2,0.24,0.3,1.2,0.037000000000000005,2.4849066497880004,2.96,0.36,12.5
6.4,0.24,0.23,7.3,0.069,3.4657359027997265,3.25,0.53,9.1
5.6,0.31,0.37,1.4,0.07400000000000001,2.5649493574615367,3.32,0.58,9.2
5.9,0.24,0.34,2.0,0.037000000000000005,3.713572066704308,3.19,0.5,12.3
6.6,0.34,0.27,6.2,0.059000000000000004,3.1780538303479458,3.3,0.49,10.1
5.9,0.26,0.29,5.4,0.046,3.5553480614894135,3.24,0.41,11.4
7.2,0.21,0.35,14.5,0.048,3.58351893845611,3.05,0.47,8.9
7.4,0.17,0.29,1.4,0.047,3.1780538303479458,3.52,0.65,10.4
6.8,0.24,0.34,4.6,0.032,3.6375861597263857,3.2,0.39,10.6
6.4,0.105,0.29,1.1,0.035,3.8066624897703196,3.17,0.55,10.7
5.7,0.22,0.22,16.65,0.044000000000000004,3.6888794541139363,3.24,0.48,9.0
7.3,0.18,0.29,1.2,0.044000000000000004,2.5649493574615367,3.2,0.48,11.3
6.4,0.29,0.18,15.0,0.04,3.091042453358316,3.14,0.5,9.2
7.4,0.27,0.26,11.8,0.053,4.02535169073515,3.11,0.6,9.8
6.3,0.26,0.25,5.2,0.046,2.4849066497880004,2.97,0.68,11.0
9.9,0.72,0.55,1.7,0.136,3.2188758248682006,3.35,0.94,10.0
6.6,0.56,0.15,10.0,0.037000000000000005,3.6635616461296463,3.28,0.52,9.4
7.1,0.48,0.28,2.8,0.068,1.9459101490553132,3.24,0.53,10.3
8.0,0.16,0.36,1.5,0.033,2.70805020110221,3.2,0.39,10.3
7.3,0.26,0.49,5.0,0.027999999999999997,3.4965075614664802,3.24,0.54,10.8
5.9,0.27,0.29,11.4,0.036000000000000004,3.4657359027997265,3.35,0.48,10.5
6.3,0.19,0.29,5.5,0.042,3.8066624897703196,3.19,0.47,10.3
6.2,0.33,0.19,5.6,0.042,3.1354942159291497,3.15,0.63,9.9
7.5,0.23,0.68,11.0,0.047,3.6375861597263857,2.99,0.38,8.8
5.9,0.2,0.28,1.0,0.043,3.828641396489095,3.4,0.41,11.4
11.6,0.32,0.55,2.8,0.081,3.58351893845611,3.32,0.92,10.8
7.5,0.17,0.71,11.8,0.038,3.970291913552122,3.03,0.46,8.9
6.7,0.855,0.02,1.9,0.064,3.4011973816621555,3.3,0.56,10.75
6.2,0.16,0.32,1.1,0.036000000000000004,4.31748811353631,3.22,0.41,11.0
7.2,0.49,0.18,2.7,0.069,2.6390573296152584,3.29,0.48,9.2
6.0,0.28,0.49,6.8,0.048,4.127134385045092,3.19,0.47,9.3
6.7,0.29,0.49,4.7,0.034,3.58351893845611,3.13,0.45,9.9
6.9,0.2,0.28,1.2,0.048,3.6109179126442243,3.19,0.43,9.1
6.4,0.17,0.27,9.9,0.047,3.295836866004329,3.34,0.5,9.9
6.5,0.2,0.35,3.9,0.04,3.332204510175204,2.98,0.53,11.8
6.4,0.32,0.27,4.9,0.034,2.9444389791664403,3.36,0.71,12.5
6.0,0.18,0.31,1.4,0.036000000000000004,2.70805020110221,3.34,0.58,11.1
6.6,0.855,0.02,2.4,0.062,2.772588722239781,3.54,0.6,11.0
6.9,0.24,0.39,1.3,0.063,2.9444389791664403,3.31,0.48,10.4
7.4,0.29,0.28,10.2,0.032,3.784189633918261,3.1,0.47,10.6
7.4,0.74,0.07,1.7,0.086,2.772588722239781,3.12,0.48,10.0
7.4,0.2,0.37,16.95,0.048,3.784189633918261,3.03,0.42,9.2
7.8,0.15,0.24,7.7,0.047,3.091042453358316,2.94,0.31,9.6
7.6,0.31,0.27,8.8,0.021,4.060443010546419,3.08,0.38,11.0
9.4,0.23,0.56,16.45,0.063,3.979681653901961,3.1,0.51,9.3
6.2,0.25,0.25,1.4,0.03,3.58351893845611,3.3,0.44,11.1
7.0,0.655,0.16,2.1,0.07400000000000001,2.1972245773362196,3.37,0.55,9.7
6.2,0.46,0.17,1.6,0.073,2.0794415416798357,3.61,0.54,11.4
7.2,0.19,0.27,11.2,0.061,3.8501476017100584,2.99,0.59,9.3
6.7,1.04,0.08,2.3,0.067,2.995732273553991,3.52,0.57,11.0
7.0,0.23,0.33,1.0,0.043,3.8501476017100584,3.04,0.65,10.8
11.5,0.45,0.5,3.0,0.078,2.995732273553991,3.26,1.11,11.0
5.7,0.23,0.28,9.65,0.025,3.295836866004329,3.28,0.38,11.3
7.0,0.21,0.28,8.6,0.045,3.6375861597263857,3.25,0.54,10.4
8.3,0.65,0.1,2.9,0.08900000000000001,2.8903717578961645,3.29,0.55,9.5
6.4,0.28,0.22,12.8,0.039,3.9512437185814275,3.23,0.43,10.7
9.0,0.82,0.14,2.6,0.08900000000000001,2.302585092994046,3.39,0.63,9.8
7.7,0.4,0.27,4.5,0.034,3.332204510175204,3.21,0.59,12.3
6.1,0.58,0.23,2.5,0.044000000000000004,2.833213344056216,3.46,0.65,12.5
6.7,0.35,0.32,9.0,0.032,3.4011973816621555,3.13,0.65,12.9
6.6,0.84,0.03,2.3,0.059000000000000004,3.4965075614664802,3.52,0.56,12.3
6.8,0.28,0.44,11.5,0.04,4.07753744390572,3.22,0.56,9.5
6.1,0.27,0.25,1.8,0.040999999999999995,2.302585092994046,3.08,0.54,9.0
7.2,0.39,0.54,1.4,0.157,3.5553480614894135,3.11,0.53,9.0
